,dihydrokaempferol,gamma-glutamyltyrosine,epicatechin,2-palmitoyl-GPC* (16:0)*,dexpanthenol,mannose,N-methylleucine,4-hydroxyhippurate,vanillin,leucylglycine,3-methyl-2-oxobutyrate,p-cresol sulfate,taurolithocholate 3-sulfate,dimethyl sulfone,taurochenodeoxycholate,pyridoxine (Vitamin B6),isobutyrylcarnitine (C4),3-(N-acetyl-L-cystein-S-yl) acetaminophen,lanosterol,ectoine,cortolone glucuronide (1),"sphingomyelin (d18:2/24:1, d18:1/24:2)*",sucralose,N-carbamoylalanine,N-methyl-GABA,2-myristoylglycerol (14:0),tartronate (hydroxymalonate),4-hydroxybenzoate,1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),chlorogenate,8-hydroxyguanine,5-methylthioadenosine (MTA),beta-hydroxyisovalerate,"bilirubin (E,E)*",retinol (Vitamin A),linolenoyl-linolenoyl-glycerol (18:3/18:3) [2]*,vanillic acid glycine,tiglyl carnitine (C5),ascorbic acid 3-sulfate*,ponciretin,daidzein,"1,6-anhydroglucose","1,2-dilinolenoyl-galactosylglycerol (18:3/18:3)*",tetrahydrocortisol glucuronide ,pantetheine,2-methylmalonylcarnitine (C4-DC),"5,6-dihydrouracil","N,N-dimethylalanine",behenoyl ethanolamide (22:0)*,N-propionylmethionine,1-linoleoyl-digalactosylglycerol (18:2)*,gamma-glutamyl-alpha-lysine,dopamine 3-O-sulfate,"1,3-propanediol",2-hydroxyheptanoate*,3-phenylpropionate (hydrocinnamate),citrate,methionine sulfone,eriodictyol,N(1)-acetylspermine,"1,3-dimethylurate",argininosuccinate,palmitoylcholine,soyasaponin I,isocaproate (i6:0),methyl indole-3-acetate,3-hydroxystearate,N-succinyl-leucine,C-glycosyltryptophan,maltol,stearidonate (18:4n3),tryptamine,4-acetamidobenzoate,2-stearoyl-GPE (18:0)*,3-hydroxy-2-methylpyridine,tyrosylglycine,N-acetylsphingosine,gamma-glutamylglutamate,tartarate,N-succinyl-phenylalanine,dihydroferulic acid sulfate,xylose,hypotaurine,spermine,N-carbamoylaspartate,phenol sulfate,3-hydroxyhexanoate,solanidine,3-hydroxymargarate,8-hydroxyoctanoate,vanillylmandelate (VMA),heptadecatrienoate (17:3)*,gamma-glutamylisoleucine*,etiocholanolone glucuronide,guanidinosuccinate,paraxanthine,"sphingomyelin (d18:1/20:0, d16:1/22:0)*",taurochenodeoxycholic acid 3-sulfate,12-dehydrocholate,pimelate (C7-DC),10-undecenoate (11:1n1),diosmetin,1-linoleoyl-GPC (18:2),ribitol,1-linoleoyl-GPE (18:2)*,5-acetylamino-6-formylamino-3-methyluracil,2-oxo-1-pyrrolidinepropionate,pseudouridine,"2,8-quinolinediol",tauroursodeoxycholate,decanoylcarnitine (C10),behenoyl sphingomyelin (d18:1/22:0)*,N-acetyl-3-methylhistidine*,sarcosine,indole,leucylalanine,glycyrrhetinate,gamma-glutamylvaline,propionylcarnitine (C3),beta-citrylglutamate,3-hydroxystachydrine*,allo-threonine,ergosterol,butyrylglycine (C4),glutarylcarnitine (C5-DC),syringaldehyde,hesperidin,"3,4-dihydroxyphenylacetate",N-oleoylglycine,myristoleoylcarnitine (C14:1)*,isoursodeoxycholate,N-acetylcarnosine,indolin-2-one,N1-methylinosine,3-hydroxydecanoate,luteolin,1-ribosyl-imidazoleacetate*,3beta-hydroxy-5-cholestenoate,gamma-CEHC,phenylacetylaspartate,"1,5-anhydroglucitol (1,5-AG)",lithocholate,isovitexin,"3,5-dihydroxyphenylpropionate",myristoylcarnitine (C14),(R)-salsolinol,1-myristoyl-2-palmitoyl-GPC (14:0/16:0),levulinate (4-oxovalerate),orotidine,3-hydroxyoctanoate,dihydroquercetin,histidine betaine (hercynine)*,"5,6-dihydrothymine"
3-hydroxyhexanoate,401.0,301.5,401.0,401.0,351.0,401.0,301.5,401.5,301.0,301.0,201.0,251.0,351.0,301.0,351.0,301.0,351.0,302.5,301.0,302.0,301.0,351.0,401.0,302.0,301.0,401.0,201.0,351.0,351.0,401.5,301.0,301.0,351.0,301.0,301.0,301.0,401.5,351.0,351.0,351.0,351.0,251.0,401.5,351.0,301.0,351.0,351.0,301.5,401.5,301.5,401.0,301.0,251.0,351.0,351.0,251.0,201.0,301.5,351.0,301.0,351.0,301.5,401.0,401.0,401.0,351.0,351.0,301.5,301.0,301.0,301.0,301.0,351.0,401.0,301.0,301.0,301.0,301.5,351.0,301.5,251.0,401.0,201.0,401.0,301.5,251.0,0.0,351.0,351.0,1.0,301.0,351.0,301.0,351.0,301.5,351.0,301.0,351.0,401.0,351.0,351.0,351.0,401.0,351.0,401.0,351.0,301.0,251.0,301.0,351.0,351.0,301.0,301.5,301.5,301.0,301.0,301.0,301.0,351.0,301.5,301.5,302.0,351.0,302.0,351.0,301.0,401.0,351.0,302.0,351.0,401.0,201.0,301.0,251.0,1.0,301.0,251.0,401.0,301.0,301.5,351.0,401.0,351.0,251.0,351.0,251.0,351.0,201.0,251.0,1.0,401.0,301.5,351.0
solanidine,451.0,451.5,451.0,351.0,301.0,451.0,451.5,451.5,351.0,451.0,351.0,401.0,201.0,351.0,201.0,351.0,301.0,452.5,251.0,452.0,151.0,301.0,451.0,452.0,451.0,351.0,351.0,401.0,301.0,451.5,351.0,351.0,301.0,351.0,251.0,251.0,451.5,301.0,401.0,401.0,401.0,301.0,351.5,201.0,451.0,301.0,401.0,451.5,451.5,451.5,351.0,451.0,401.0,401.0,301.0,301.0,351.0,451.5,401.0,451.0,401.0,451.5,451.0,351.0,351.0,401.0,301.0,451.5,351.0,351.0,251.0,351.0,401.0,351.0,351.0,451.0,251.0,451.5,401.0,451.5,401.0,451.0,351.0,451.0,451.5,401.0,351.0,0.0,301.0,351.0,351.0,301.0,451.0,201.0,451.5,401.0,251.0,201.0,251.0,301.0,301.0,401.0,351.0,401.0,351.0,401.0,351.0,301.0,351.0,201.0,301.0,251.0,451.5,451.5,351.0,451.0,251.0,451.0,301.0,451.5,451.5,452.0,201.0,452.0,301.0,351.0,451.0,401.0,452.0,301.0,251.0,351.0,351.0,301.0,351.0,351.0,301.0,251.0,351.0,451.5,401.0,251.0,401.0,301.0,301.0,301.0,301.0,351.0,301.0,351.0,451.0,451.5,401.0
3-hydroxymargarate,451.0,451.5,451.0,351.0,201.0,451.0,451.5,451.5,351.0,451.0,351.0,401.0,301.0,351.0,301.0,351.0,201.0,452.5,251.0,452.0,251.0,301.0,451.0,452.0,451.0,351.0,351.0,401.0,301.0,451.5,351.0,351.0,101.0,351.0,251.0,151.0,451.5,201.0,401.0,401.0,401.0,301.0,351.5,301.0,451.0,201.0,401.0,451.5,451.5,451.5,351.0,451.0,401.0,401.0,101.0,301.0,351.0,451.5,401.0,451.0,401.0,451.5,451.0,351.0,151.0,401.0,1.0,451.5,351.0,351.0,151.0,351.0,401.0,351.0,351.0,451.0,251.0,451.5,401.0,451.5,401.0,451.0,351.0,451.0,451.5,401.0,351.0,301.0,0.0,351.0,351.0,1.0,451.0,301.0,451.5,401.0,251.0,301.0,351.0,101.0,101.0,401.0,351.0,401.0,351.0,401.0,351.0,301.0,351.0,301.0,201.0,251.0,451.5,451.5,351.0,451.0,251.0,451.0,201.0,451.5,451.5,452.0,301.0,452.0,201.0,351.0,451.0,401.0,452.0,201.0,351.0,351.0,351.0,301.0,351.0,351.0,301.0,351.0,351.0,451.5,401.0,351.0,401.0,301.0,201.0,301.0,301.0,351.0,301.0,351.0,451.0,451.5,401.0
8-hydroxyoctanoate,401.0,301.5,401.0,401.0,351.0,401.0,301.5,401.5,301.0,301.0,201.0,251.0,351.0,301.0,351.0,301.0,351.0,302.5,301.0,302.0,301.0,351.0,401.0,302.0,301.0,401.0,201.0,351.0,351.0,401.5,301.0,301.0,351.0,301.0,301.0,301.0,401.5,351.0,351.0,351.0,351.0,251.0,401.5,351.0,301.0,351.0,351.0,301.5,401.5,301.5,401.0,301.0,251.0,351.0,351.0,251.0,201.0,301.5,351.0,301.0,351.0,301.5,401.0,401.0,401.0,351.0,351.0,301.5,301.0,301.0,301.0,301.0,351.0,401.0,301.0,301.0,301.0,301.5,351.0,301.5,251.0,401.0,201.0,401.0,301.5,251.0,1.0,351.0,351.0,0.0,301.0,351.0,301.0,351.0,301.5,351.0,301.0,351.0,401.0,351.0,351.0,351.0,401.0,351.0,401.0,351.0,301.0,251.0,301.0,351.0,351.0,301.0,301.5,301.5,301.0,301.0,301.0,301.0,351.0,301.5,301.5,302.0,351.0,302.0,351.0,301.0,401.0,351.0,302.0,351.0,401.0,201.0,301.0,251.0,1.0,301.0,251.0,401.0,301.0,301.5,351.0,401.0,351.0,251.0,351.0,251.0,351.0,201.0,251.0,1.0,401.0,301.5,351.0
vanillylmandelate (VMA),401.0,401.5,401.0,401.0,351.0,401.0,401.5,301.5,1.0,401.0,301.0,351.0,351.0,301.0,351.0,301.0,351.0,402.5,301.0,402.0,301.0,351.0,401.0,402.0,401.0,401.0,301.0,251.0,351.0,401.5,301.0,301.0,351.0,301.0,301.0,301.0,301.5,351.0,351.0,351.0,351.0,251.0,401.5,351.0,401.0,351.0,351.0,401.5,401.5,401.5,401.0,401.0,351.0,351.0,351.0,251.0,301.0,401.5,351.0,401.0,351.0,401.5,401.0,401.0,401.0,351.0,351.0,401.5,301.0,301.0,301.0,301.0,251.0,401.0,301.0,401.0,301.0,401.5,351.0,401.5,351.0,401.0,301.0,401.0,401.5,351.0,301.0,351.0,351.0,301.0,0.0,351.0,401.0,351.0,401.5,351.0,301.0,351.0,401.0,351.0,351.0,351.0,401.0,351.0,401.0,351.0,301.0,251.0,301.0,351.0,351.0,301.0,401.5,401.5,301.0,401.0,301.0,401.0,351.0,401.5,401.5,402.0,351.0,402.0,351.0,1.0,401.0,151.0,402.0,351.0,401.0,301.0,301.0,251.0,301.0,301.0,251.0,401.0,301.0,401.5,351.0,401.0,351.0,251.0,351.0,251.0,351.0,301.0,251.0,301.0,401.0,401.5,351.0
heptadecatrienoate (17:3)*,451.0,451.5,451.0,351.0,201.0,451.0,451.5,451.5,351.0,451.0,351.0,401.0,301.0,351.0,301.0,351.0,201.0,452.5,251.0,452.0,251.0,301.0,451.0,452.0,451.0,351.0,351.0,401.0,301.0,451.5,351.0,351.0,101.0,351.0,251.0,151.0,451.5,201.0,401.0,401.0,401.0,301.0,351.5,301.0,451.0,201.0,401.0,451.5,451.5,451.5,351.0,451.0,401.0,401.0,101.0,301.0,351.0,451.5,401.0,451.0,401.0,451.5,451.0,351.0,151.0,401.0,1.0,451.5,351.0,351.0,151.0,351.0,401.0,351.0,351.0,451.0,251.0,451.5,401.0,451.5,401.0,451.0,351.0,451.0,451.5,401.0,351.0,301.0,1.0,351.0,351.0,0.0,451.0,301.0,451.5,401.0,251.0,301.0,351.0,101.0,101.0,401.0,351.0,401.0,351.0,401.0,351.0,301.0,351.0,301.0,201.0,251.0,451.5,451.5,351.0,451.0,251.0,451.0,201.0,451.5,451.5,452.0,301.0,452.0,201.0,351.0,451.0,401.0,452.0,201.0,351.0,351.0,351.0,301.0,351.0,351.0,301.0,351.0,351.0,451.5,401.0,351.0,401.0,301.0,201.0,301.0,301.0,351.0,301.0,351.0,451.0,451.5,401.0
gamma-glutamylisoleucine*,501.0,201.5,501.0,501.0,451.0,501.0,201.5,501.5,401.0,1.0,301.0,351.0,451.0,401.0,451.0,401.0,451.0,202.5,401.0,202.0,401.0,451.0,501.0,202.0,201.0,501.0,201.0,451.0,451.0,501.5,401.0,401.0,451.0,401.0,401.0,401.0,501.5,451.0,451.0,451.0,451.0,351.0,501.5,451.0,201.0,451.0,451.0,201.5,501.5,201.5,501.0,1.0,351.0,451.0,451.0,351.0,201.0,201.5,451.0,301.0,451.0,201.5,501.0,501.0,501.0,451.0,451.0,201.5,401.0,401.0,401.0,401.0,451.0,501.0,401.0,1.0,401.0,201.5,451.0,201.5,351.0,501.0,301.0,501.0,201.5,351.0,301.0,451.0,451.0,301.0,401.0,451.0,0.0,451.0,201.5,451.0,401.0,451.0,501.0,451.0,451.0,451.0,501.0,451.0,501.0,451.0,401.0,351.0,401.0,451.0,451.0,401.0,201.5,201.5,401.0,1.0,401.0,1.0,451.0,201.5,201.5,202.0,451.0,202.0,451.0,401.0,501.0,451.0,202.0,451.0,501.0,301.0,401.0,351.0,301.0,401.0,351.0,501.0,401.0,201.5,451.0,501.0,451.0,351.0,451.0,351.0,451.0,301.0,351.0,301.0,501.0,201.5,451.0
etiocholanolone glucuronide,451.0,451.5,451.0,351.0,301.0,451.0,451.5,451.5,351.0,451.0,351.0,401.0,201.0,351.0,201.0,351.0,301.0,452.5,251.0,452.0,51.0,301.0,451.0,452.0,451.0,351.0,351.0,401.0,301.0,451.5,351.0,351.0,301.0,351.0,251.0,251.0,451.5,301.0,401.0,401.0,401.0,301.0,351.5,1.0,451.0,301.0,401.0,451.5,451.5,451.5,351.0,451.0,401.0,401.0,301.0,301.0,351.0,451.5,401.0,451.0,401.0,451.5,451.0,351.0,351.0,401.0,301.0,451.5,351.0,351.0,251.0,351.0,401.0,351.0,351.0,451.0,251.0,451.5,401.0,451.5,401.0,451.0,351.0,451.0,451.5,401.0,351.0,201.0,301.0,351.0,351.0,301.0,451.0,0.0,451.5,401.0,251.0,201.0,251.0,301.0,301.0,401.0,351.0,401.0,351.0,401.0,351.0,301.0,351.0,201.0,301.0,251.0,451.5,451.5,351.0,451.0,251.0,451.0,301.0,451.5,451.5,452.0,201.0,452.0,301.0,351.0,451.0,401.0,452.0,301.0,251.0,351.0,351.0,301.0,351.0,351.0,301.0,251.0,351.0,451.5,401.0,251.0,401.0,301.0,301.0,301.0,301.0,351.0,301.0,351.0,451.0,451.5,401.0
guanidinosuccinate,501.5,2.0,501.5,501.5,451.5,501.5,2.0,502.0,401.5,201.5,301.5,351.5,451.5,401.5,451.5,401.5,451.5,3.0,401.5,2.5,401.5,451.5,501.5,2.5,101.5,501.5,201.5,451.5,451.5,502.0,401.5,401.5,451.5,401.5,401.5,401.5,502.0,451.5,451.5,451.5,451.5,351.5,502.0,451.5,101.5,451.5,451.5,2.0,502.0,2.0,501.5,201.5,351.5,451.5,451.5,351.5,201.5,2.0,451.5,301.5,451.5,1.0,501.5,501.5,501.5,451.5,451.5,2.0,401.5,401.5,401.5,401.5,451.5,501.5,401.5,201.5,401.5,2.0,451.5,2.0,351.5,501.5,301.5,501.5,1.0,351.5,301.5,451.5,451.5,301.5,401.5,451.5,201.5,451.5,0.0,451.5,401.5,451.5,501.5,451.5,451.5,451.5,501.5,451.5,501.5,451.5,401.5,351.5,401.5,451.5,451.5,401.5,2.0,2.0,401.5,201.5,401.5,201.5,451.5,2.0,2.0,2.5,451.5,2.5,451.5,401.5,501.5,451.5,2.5,451.5,501.5,301.5,401.5,351.5,301.5,401.5,351.5,501.5,401.5,1.0,451.5,501.5,451.5,351.5,451.5,351.5,451.5,301.5,351.5,301.5,501.5,2.0,451.5
paraxanthine,451.0,451.5,451.0,451.0,401.0,451.0,451.5,451.5,351.0,451.0,351.0,401.0,401.0,351.0,401.0,251.0,401.0,452.5,351.0,452.0,351.0,401.0,451.0,452.0,451.0,451.0,351.0,401.0,401.0,451.5,51.0,351.0,401.0,251.0,351.0,351.0,451.5,401.0,301.0,401.0,401.0,201.0,451.5,401.0,451.0,401.0,301.0,451.5,451.5,451.5,451.0,451.0,401.0,401.0,401.0,301.0,351.0,451.5,401.0,451.0,1.0,451.5,451.0,451.0,451.0,301.0,401.0,451.5,251.0,251.0,351.0,251.0,401.0,451.0,251.0,451.0,351.0,451.5,401.0,451.5,401.0,451.0,351.0,451.0,451.5,401.0,351.0,401.0,401.0,351.0,351.0,401.0,451.0,401.0,451.5,0.0,351.0,401.0,451.0,401.0,401.0,401.0,451.0,401.0,451.0,301.0,251.0,301.0,251.0,401.0,401.0,351.0,451.5,451.5,251.0,451.0,351.0,451.0,401.0,451.5,451.5,452.0,401.0,452.0,401.0,351.0,451.0,401.0,452.0,401.0,451.0,351.0,251.0,301.0,351.0,351.0,301.0,451.0,251.0,451.5,401.0,451.0,401.0,301.0,401.0,201.0,401.0,351.0,301.0,351.0,451.0,451.5,301.0
"sphingomyelin (d18:1/20:0, d16:1/22:0)*",401.0,401.5,401.0,301.0,251.0,401.0,401.5,401.5,301.0,401.0,301.0,351.0,251.0,301.0,251.0,301.0,251.0,402.5,201.0,402.0,201.0,51.0,401.0,402.0,401.0,301.0,301.0,351.0,251.0,401.5,301.0,301.0,251.0,301.0,201.0,201.0,401.5,251.0,351.0,351.0,351.0,251.0,301.5,251.0,401.0,251.0,351.0,401.5,401.5,401.5,301.0,401.0,351.0,351.0,251.0,251.0,301.0,401.5,351.0,401.0,351.0,401.5,401.0,301.0,301.0,351.0,251.0,401.5,301.0,301.0,201.0,301.0,351.0,301.0,301.0,401.0,101.0,401.5,351.0,401.5,351.0,401.0,301.0,401.0,401.5,351.0,301.0,251.0,251.0,301.0,301.0,251.0,401.0,251.0,401.5,351.0,0.0,251.0,301.0,251.0,251.0,351.0,301.0,351.0,301.0,351.0,301.0,251.0,301.0,251.0,251.0,1.0,401.5,401.5,301.0,401.0,201.0,401.0,251.0,401.5,401.5,402.0,251.0,402.0,251.0,301.0,401.0,351.0,402.0,251.0,301.0,301.0,301.0,251.0,301.0,301.0,251.0,301.0,301.0,401.5,351.0,301.0,351.0,251.0,251.0,251.0,251.0,301.0,251.0,301.0,401.0,401.5,351.0
taurochenodeoxycholic acid 3-sulfate,451.0,451.5,451.0,351.0,301.0,451.0,451.5,451.5,351.0,451.0,351.0,401.0,1.0,351.0,1.0,351.0,301.0,452.5,251.0,452.0,151.0,301.0,451.0,452.0,451.0,351.0,351.0,401.0,301.0,451.5,351.0,351.0,301.0,351.0,251.0,251.0,451.5,301.0,401.0,401.0,401.0,301.0,351.5,201.0,451.0,301.0,401.0,451.5,451.5,451.5,351.0,451.0,401.0,401.0,301.0,301.0,351.0,451.5,401.0,451.0,401.0,451.5,451.0,351.0,351.0,401.0,301.0,451.5,351.0,351.0,251.0,351.0,401.0,351.0,351.0,451.0,251.0,451.5,401.0,451.5,401.0,451.0,351.0,451.0,451.5,401.0,351.0,201.0,301.0,351.0,351.0,301.0,451.0,201.0,451.5,401.0,251.0,0.0,151.0,301.0,301.0,401.0,351.0,401.0,351.0,401.0,351.0,301.0,351.0,1.0,301.0,251.0,451.5,451.5,351.0,451.0,251.0,451.0,301.0,451.5,451.5,452.0,201.0,452.0,301.0,351.0,451.0,401.0,452.0,301.0,151.0,351.0,351.0,301.0,351.0,351.0,301.0,151.0,351.0,451.5,401.0,151.0,401.0,301.0,301.0,301.0,301.0,351.0,301.0,351.0,451.0,451.5,401.0
12-dehydrocholate,501.0,501.5,501.0,401.0,351.0,501.0,501.5,501.5,401.0,501.0,401.0,451.0,151.0,401.0,151.0,401.0,351.0,502.5,301.0,502.0,201.0,351.0,501.0,502.0,501.0,401.0,401.0,451.0,351.0,501.5,401.0,401.0,351.0,401.0,301.0,301.0,501.5,351.0,451.0,451.0,451.0,351.0,401.5,251.0,501.0,351.0,451.0,501.5,501.5,501.5,401.0,501.0,451.0,451.0,351.0,351.0,401.0,501.5,451.0,501.0,451.0,501.5,501.0,401.0,401.0,451.0,351.0,501.5,401.0,401.0,301.0,401.0,451.0,401.0,401.0,501.0,301.0,501.5,451.0,501.5,451.0,501.0,401.0,501.0,501.5,451.0,401.0,251.0,351.0,401.0,401.0,351.0,501.0,251.0,501.5,451.0,301.0,151.0,0.0,351.0,351.0,451.0,401.0,451.0,401.0,451.0,401.0,351.0,401.0,151.0,351.0,301.0,501.5,501.5,401.0,501.0,301.0,501.0,351.0,501.5,501.5,502.0,251.0,502.0,351.0,401.0,501.0,451.0,502.0,351.0,1.0,401.0,401.0,351.0,401.0,401.0,351.0,101.0,401.0,501.5,451.0,101.0,451.0,351.0,351.0,351.0,351.0,401.0,351.0,401.0,501.0,501.5,451.0
pimelate (C7-DC),451.0,451.5,451.0,351.0,201.0,451.0,451.5,451.5,351.0,451.0,351.0,401.0,301.0,351.0,301.0,351.0,201.0,452.5,251.0,452.0,251.0,301.0,451.0,452.0,451.0,351.0,351.0,401.0,301.0,451.5,351.0,351.0,101.0,351.0,251.0,151.0,451.5,201.0,401.0,401.0,401.0,301.0,351.5,301.0,451.0,201.0,401.0,451.5,451.5,451.5,351.0,451.0,401.0,401.0,1.0,301.0,351.0,451.5,401.0,451.0,401.0,451.5,451.0,351.0,151.0,401.0,101.0,451.5,351.0,351.0,151.0,351.0,401.0,351.0,351.0,451.0,251.0,451.5,401.0,451.5,401.0,451.0,351.0,451.0,451.5,401.0,351.0,301.0,101.0,351.0,351.0,101.0,451.0,301.0,451.5,401.0,251.0,301.0,351.0,0.0,1.0,401.0,351.0,401.0,351.0,401.0,351.0,301.0,351.0,301.0,201.0,251.0,451.5,451.5,351.0,451.0,251.0,451.0,201.0,451.5,451.5,452.0,301.0,452.0,201.0,351.0,451.0,401.0,452.0,201.0,351.0,351.0,351.0,301.0,351.0,351.0,301.0,351.0,351.0,451.5,401.0,351.0,401.0,301.0,201.0,301.0,301.0,351.0,301.0,351.0,451.0,451.5,401.0
10-undecenoate (11:1n1),451.0,451.5,451.0,351.0,201.0,451.0,451.5,451.5,351.0,451.0,351.0,401.0,301.0,351.0,301.0,351.0,201.0,452.5,251.0,452.0,251.0,301.0,451.0,452.0,451.0,351.0,351.0,401.0,301.0,451.5,351.0,351.0,101.0,351.0,251.0,151.0,451.5,201.0,401.0,401.0,401.0,301.0,351.5,301.0,451.0,201.0,401.0,451.5,451.5,451.5,351.0,451.0,401.0,401.0,1.0,301.0,351.0,451.5,401.0,451.0,401.0,451.5,451.0,351.0,151.0,401.0,101.0,451.5,351.0,351.0,151.0,351.0,401.0,351.0,351.0,451.0,251.0,451.5,401.0,451.5,401.0,451.0,351.0,451.0,451.5,401.0,351.0,301.0,101.0,351.0,351.0,101.0,451.0,301.0,451.5,401.0,251.0,301.0,351.0,1.0,0.0,401.0,351.0,401.0,351.0,401.0,351.0,301.0,351.0,301.0,201.0,251.0,451.5,451.5,351.0,451.0,251.0,451.0,201.0,451.5,451.5,452.0,301.0,452.0,201.0,351.0,451.0,401.0,452.0,201.0,351.0,351.0,351.0,301.0,351.0,351.0,301.0,351.0,351.0,451.5,401.0,351.0,401.0,301.0,201.0,301.0,301.0,351.0,301.0,351.0,451.0,451.5,401.0
diosmetin,251.0,451.5,251.0,451.0,401.0,451.0,451.5,451.5,351.0,451.0,351.0,401.0,401.0,351.0,401.0,351.0,401.0,452.5,351.0,452.0,351.0,401.0,451.0,452.0,451.0,451.0,351.0,401.0,401.0,451.5,351.0,351.0,401.0,351.0,351.0,351.0,451.5,401.0,401.0,1.0,301.0,301.0,451.5,401.0,451.0,401.0,401.0,451.5,451.5,451.5,451.0,451.0,401.0,401.0,401.0,201.0,351.0,451.5,201.0,451.0,401.0,451.5,451.0,451.0,451.0,401.0,401.0,451.5,351.0,351.0,351.0,351.0,401.0,451.0,351.0,451.0,351.0,451.5,401.0,451.5,401.0,451.0,351.0,451.0,451.5,401.0,351.0,401.0,401.0,351.0,351.0,401.0,451.0,401.0,451.5,401.0,351.0,401.0,451.0,401.0,401.0,0.0,451.0,401.0,451.0,401.0,351.0,301.0,351.0,401.0,401.0,351.0,451.5,451.5,351.0,451.0,351.0,451.0,401.0,451.5,451.5,452.0,401.0,452.0,401.0,351.0,251.0,401.0,452.0,401.0,451.0,351.0,351.0,301.0,351.0,151.0,301.0,451.0,351.0,451.5,401.0,451.0,201.0,201.0,401.0,301.0,401.0,351.0,301.0,351.0,251.0,451.5,401.0
1-linoleoyl-GPC (18:2),501.0,501.5,501.0,101.0,351.0,501.0,501.5,501.5,401.0,501.0,401.0,451.0,351.0,401.0,351.0,401.0,351.0,502.5,301.0,502.0,301.0,351.0,501.0,502.0,501.0,401.0,401.0,451.0,151.0,501.5,401.0,401.0,351.0,401.0,301.0,301.0,501.5,351.0,451.0,451.0,451.0,351.0,401.5,351.0,501.0,351.0,451.0,501.5,501.5,501.5,401.0,501.0,451.0,451.0,351.0,351.0,401.0,501.5,451.0,501.0,451.0,501.5,501.0,401.0,401.0,451.0,351.0,501.5,401.0,401.0,301.0,401.0,451.0,301.0,401.0,501.0,301.0,501.5,451.0,501.5,451.0,501.0,401.0,501.0,501.5,451.0,401.0,351.0,351.0,401.0,401.0,351.0,501.0,351.0,501.5,451.0,301.0,351.0,401.0,351.0,351.0,451.0,0.0,451.0,301.0,451.0,401.0,351.0,401.0,351.0,351.0,301.0,501.5,501.5,401.0,501.0,301.0,501.0,351.0,501.5,501.5,502.0,351.0,502.0,351.0,401.0,501.0,451.0,502.0,351.0,401.0,401.0,401.0,351.0,401.0,401.0,351.0,401.0,401.0,501.5,451.0,401.0,451.0,351.0,351.0,351.0,151.0,401.0,351.0,401.0,501.0,501.5,451.0
ribitol,451.0,451.5,451.0,451.0,401.0,151.0,451.5,451.5,351.0,451.0,351.0,401.0,401.0,351.0,401.0,351.0,401.0,452.5,351.0,452.0,351.0,401.0,151.0,452.0,451.0,451.0,351.0,401.0,401.0,251.5,351.0,351.0,401.0,351.0,351.0,351.0,451.5,401.0,401.0,401.0,401.0,301.0,451.5,401.0,451.0,401.0,401.0,451.5,451.5,451.5,451.0,451.0,401.0,201.0,401.0,301.0,351.0,451.5,401.0,451.0,401.0,451.5,451.0,451.0,451.0,401.0,401.0,451.5,351.0,351.0,351.0,351.0,401.0,451.0,351.0,451.0,351.0,451.5,101.0,451.5,401.0,151.0,351.0,451.0,451.5,401.0,351.0,401.0,401.0,351.0,351.0,401.0,451.0,401.0,451.5,401.0,351.0,401.0,451.0,401.0,401.0,401.0,451.0,0.0,451.0,401.0,351.0,301.0,351.0,401.0,401.0,351.0,451.5,451.5,351.0,451.0,351.0,451.0,401.0,451.5,451.5,452.0,401.0,452.0,401.0,351.0,451.0,401.0,452.0,401.0,451.0,351.0,351.0,301.0,351.0,351.0,301.0,451.0,351.0,451.5,101.0,451.0,401.0,301.0,401.0,301.0,401.0,351.0,301.0,351.0,451.0,451.5,401.0
1-linoleoyl-GPE (18:2)*,501.0,501.5,501.0,301.0,351.0,501.0,501.5,501.5,401.0,501.0,401.0,451.0,351.0,401.0,351.0,401.0,351.0,502.5,301.0,502.0,301.0,351.0,501.0,502.0,501.0,401.0,401.0,451.0,251.0,501.5,401.0,401.0,351.0,401.0,301.0,301.0,501.5,351.0,451.0,451.0,451.0,351.0,401.5,351.0,501.0,351.0,451.0,501.5,501.5,501.5,401.0,501.0,451.0,451.0,351.0,351.0,401.0,501.5,451.0,501.0,451.0,501.5,501.0,401.0,401.0,451.0,351.0,501.5,401.0,401.0,301.0,401.0,451.0,101.0,401.0,501.0,301.0,501.5,451.0,501.5,451.0,501.0,401.0,501.0,501.5,451.0,401.0,351.0,351.0,401.0,401.0,351.0,501.0,351.0,501.5,451.0,301.0,351.0,401.0,351.0,351.0,451.0,301.0,451.0,0.0,451.0,401.0,351.0,401.0,351.0,351.0,301.0,501.5,501.5,401.0,501.0,301.0,501.0,351.0,501.5,501.5,502.0,351.0,502.0,351.0,401.0,501.0,451.0,502.0,351.0,401.0,401.0,401.0,351.0,401.0,401.0,351.0,401.0,401.0,501.5,451.0,401.0,451.0,351.0,351.0,351.0,251.0,401.0,351.0,401.0,501.0,501.5,451.0
